20.0	-142.861372681	-42.9205902146
20.0	-142.861372681	-35.7819628955
20.0	-142.861372681	-28.6433355765
20.0	-142.861372681	-21.5047082575
20.0	-142.861372681	-14.3660809384
20.0	-142.861372681	-7.2274536194
20.0	-142.861372681	-0.0888263003722
20.0	-142.861372681	7.04980101866
20.0	-142.861372681	14.1884283377
20.0	-142.861372681	21.3270556567
20.0	-142.861372681	28.4656829757
20.0	-142.861372681	35.6043102948
20.0	-142.861372681	42.7429376138
20.0	-135.722745362	-57.1978448526
20.0	-135.722745362	-50.0592175336
20.0	-135.722745362	-42.9205902146
20.0	-135.722745362	-35.7819628955
20.0	-135.722745362	-28.6433355765
20.0	-135.722745362	-21.5047082575
20.0	-135.722745362	-14.3660809384
20.0	-135.722745362	-7.2274536194
20.0	-135.722745362	-0.0888263003722
20.0	-135.722745362	7.04980101866
20.0	-135.722745362	14.1884283377
20.0	-135.722745362	21.3270556567
20.0	-135.722745362	28.4656829757
20.0	-135.722745362	35.6043102948
20.0	-135.722745362	42.7429376138
20.0	-135.722745362	49.8815649328
20.0	-135.722745362	57.0201922519
20.0	-128.584118043	-71.4750994907
20.0	-128.584118043	-64.3364721716
20.0	-128.584118043	-57.1978448526
20.0	-128.584118043	-50.0592175336
20.0	-128.584118043	-42.9205902146
20.0	-128.584118043	-35.7819628955
20.0	-128.584118043	-28.6433355765
20.0	-128.584118043	-21.5047082575
20.0	-128.584118043	-14.3660809384
20.0	-128.584118043	-7.2274536194
20.0	-128.584118043	-0.0888263003722
20.0	-128.584118043	7.04980101866
20.0	-128.584118043	14.1884283377
20.0	-128.584118043	21.3270556567
20.0	-128.584118043	28.4656829757
20.0	-128.584118043	35.6043102948
20.0	-128.584118043	42.7429376138
20.0	-128.584118043	49.8815649328
20.0	-128.584118043	57.0201922519
20.0	-128.584118043	64.1588195709
20.0	-128.584118043	71.2974468899
20.0	-121.445490724	-85.7523541287
20.0	-121.445490724	-78.6137268097
20.0	-121.445490724	-71.4750994907
20.0	-121.445490724	-64.3364721716
20.0	-121.445490724	-57.1978448526
20.0	-121.445490724	-50.0592175336
20.0	-121.445490724	-42.9205902146
20.0	-121.445490724	-35.7819628955
20.0	-121.445490724	-28.6433355765
20.0	-121.445490724	-21.5047082575
20.0	-121.445490724	-14.3660809384
20.0	-121.445490724	-7.2274536194
20.0	-121.445490724	-0.0888263003722
20.0	-121.445490724	7.04980101866
20.0	-121.445490724	14.1884283377
20.0	-121.445490724	21.3270556567
20.0	-121.445490724	28.4656829757
20.0	-121.445490724	35.6043102948
20.0	-121.445490724	42.7429376138
20.0	-121.445490724	49.8815649328
20.0	-121.445490724	57.0201922519
20.0	-121.445490724	64.1588195709
20.0	-121.445490724	71.2974468899
20.0	-121.445490724	78.436074209
20.0	-121.445490724	85.574701528
20.0	-114.306863405	-92.8909814478
20.0	-114.306863405	-85.7523541287
20.0	-114.306863405	-78.6137268097
20.0	-114.306863405	-71.4750994907
20.0	-114.306863405	-64.3364721716
20.0	-114.306863405	-57.1978448526
20.0	-114.306863405	-50.0592175336
20.0	-114.306863405	-42.9205902146
20.0	-114.306863405	-35.7819628955
20.0	-114.306863405	-28.6433355765
20.0	-114.306863405	-21.5047082575
20.0	-114.306863405	-14.3660809384
20.0	-114.306863405	-7.2274536194
20.0	-114.306863405	-0.0888263003722
20.0	-114.306863405	7.04980101866
20.0	-114.306863405	14.1884283377
20.0	-114.306863405	21.3270556567
20.0	-114.306863405	28.4656829757
20.0	-114.306863405	35.6043102948
20.0	-114.306863405	42.7429376138
20.0	-114.306863405	49.8815649328
20.0	-114.306863405	57.0201922519
20.0	-114.306863405	64.1588195709
20.0	-114.306863405	71.2974468899
20.0	-114.306863405	78.436074209
20.0	-114.306863405	85.574701528
20.0	-114.306863405	92.713328847
20.0	-107.168236086	-100.029608767
20.0	-107.168236086	-92.8909814478
20.0	-107.168236086	-85.7523541287
20.0	-107.168236086	-78.6137268097
20.0	-107.168236086	-71.4750994907
20.0	-107.168236086	-64.3364721716
